# n = 1, l = 1
0.0000000000e+00 3.1281328611e+01 
3.3356409520e-10 3.1281328590e+01 
3.3356409520e-09 3.1281326525e+01 
3.3356409520e-08 3.1281120054e+01 
3.3356409520e-07 3.1260491398e+01 
6.6712819040e-07 3.1198202761e+01 
1.6678204760e-06 3.0771406915e+01 
2.3349486664e-06 3.0302838059e+01 
2.6685127616e-06 3.0020003565e+01 
3.0020768568e-06 2.9708461409e+01 
3.3356409520e-06 2.9371237557e+01 
3.6692050472e-06 2.9011522434e+01 
4.0027691424e-06 2.8632617794e+01 
4.1695511900e-06 2.8437018433e+01 
4.3363332376e-06 2.8237883067e+01 
4.5031152852e-06 2.8035631936e+01 
5.0034614280e-06 2.7414333110e+01 
6.6712819040e-06 2.5302445250e+01 
8.3391023800e-06 2.3360841807e+01 
1.0006922856e-05 2.1753459989e+01 
1.1674743332e-05 2.0485480080e+01 
1.6678204760e-05 1.7838683199e+01 
2.3349486664e-05 1.5463345799e+01 
2.6685127616e-05 1.4588020437e+01 
3.0020768568e-05 1.3832439786e+01 
3.3356409520e-05 1.3185816679e+01 
3.6692050472e-05 1.2615303922e+01 
4.0027691424e-05 1.2106188201e+01 
4.1695511900e-05 1.1873755721e+01 
4.3363332376e-05 1.1653501202e+01 
4.5031152852e-05 1.1443283918e+01 
5.0034614280e-05 1.0867402978e+01 
5.8373716660e-05 1.0061675775e+01 
6.6712819040e-05 9.3960832270e+00 
8.3391023800e-05 8.3502140449e+00 
1.0006922856e-04 7.5526828828e+00 
1.1674743332e-04 6.9243170174e+00 
1.3342563808e-04 6.4069076559e+00 
1.6678204760e-04 5.6020892293e+00 
2.0013845712e-04 4.9979247589e+00 
2.3349486664e-04 4.5232561911e+00 
2.6685127616e-04 4.1377438645e+00 
3.0020768568e-04 3.8173935724e+00 
3.3356409520e-04 3.5348543515e+00 
3.3412903766e-04 3.5306285687e+00 
3.3469493694e-04 3.5264063059e+00 
3.3526179466e-04 3.5221875622e+00 
3.3582961244e-04 3.5179723364e+00 
3.3639839190e-04 3.5137606279e+00 
3.3696813469e-04 3.5095524354e+00 
3.3753884242e-04 3.5053477582e+00 
3.3811051673e-04 3.5011465952e+00 
3.3868315926e-04 3.4969489454e+00 
3.3925677165e-04 3.4927548078e+00 
3.3983135554e-04 3.4885641816e+00 
3.4040691258e-04 3.4843770655e+00 
3.4098344441e-04 3.4801934587e+00 
3.4156095269e-04 3.4760133602e+00 
3.4213943907e-04 3.4718367688e+00 
3.4271890521e-04 3.4676636837e+00 
3.4329935276e-04 3.4634941037e+00 
3.4388078339e-04 3.4593280278e+00 
3.4446319876e-04 3.4551654551e+00 
3.4504660054e-04 3.4510063844e+00 
3.4563099041e-04 3.4468508148e+00 
3.4621637002e-04 3.4426987451e+00 
3.4680274107e-04 3.4385501743e+00 
3.4739010523e-04 3.4344051013e+00 
3.4797846419e-04 3.4302635251e+00 
3.4856781961e-04 3.4261254444e+00 
3.4915817321e-04 3.4219908582e+00 
3.4974952666e-04 3.4178597653e+00 
3.5034188165e-04 3.4137321646e+00 
3.5093523990e-04 3.4096080547e+00 
3.5152960308e-04 3.4054874346e+00 
3.5212497292e-04 3.4013703029e+00 
3.5272135110e-04 3.3972566584e+00 
3.5331873934e-04 3.3931464999e+00 
3.5391713935e-04 3.3890398260e+00 
3.5451655285e-04 3.3849366353e+00 
3.5511698154e-04 3.3808369266e+00 
3.5571842716e-04 3.3767406984e+00 
3.5632089141e-04 3.3726479494e+00 
3.5692437603e-04 3.3685586781e+00 
3.5752888275e-04 3.3644728831e+00 
3.5813441329e-04 3.3603905629e+00 
3.5874096939e-04 3.3563117159e+00 
3.5934855279e-04 3.3522363407e+00 
3.5995716523e-04 3.3481644356e+00 
3.6056680844e-04 3.3440959991e+00 
3.6117748418e-04 3.3400310296e+00 
3.6178919420e-04 3.3359695253e+00 
3.6240194024e-04 3.3319114848e+00 
3.6301572405e-04 3.3278569063e+00 
3.6363054741e-04 3.3238057880e+00 
3.6424641207e-04 3.3197581284e+00 
3.6486331979e-04 3.3157139257e+00 
3.6548127233e-04 3.3116731780e+00 
3.6610027148e-04 3.3076358837e+00 
3.6672031900e-04 3.3036020409e+00 
3.6734141666e-04 3.2995716478e+00 
3.6796356625e-04 3.2955447026e+00 
3.6858676954e-04 3.2915212033e+00 
3.6921102833e-04 3.2875011482e+00 
3.6983634439e-04 3.2834845353e+00 
3.7046271953e-04 3.2794713626e+00 
3.7109015553e-04 3.2754616283e+00 
3.7171865418e-04 3.2714553303e+00 
3.7234821730e-04 3.2674524668e+00 
3.7297884668e-04 3.2634530358e+00 
3.7361054413e-04 3.2594570352e+00 
3.7424331146e-04 3.2554644632e+00 
3.7487715047e-04 3.2514753176e+00 
3.7551206299e-04 3.2474895965e+00 
3.7614805084e-04 3.2435072979e+00 
3.7678511582e-04 3.2395284196e+00 
3.7742325978e-04 3.2355529598e+00 
3.7806248453e-04 3.2315809163e+00 
3.7870279191e-04 3.2276122870e+00 
3.7934418375e-04 3.2236470699e+00 
3.7998666188e-04 3.2196852630e+00 
3.8063022815e-04 3.2157268641e+00 
3.8127488440e-04 3.2117718713e+00 
3.8192063247e-04 3.2078202824e+00 
3.8256747422e-04 3.2038720955e+00 
3.8321541149e-04 3.1999273085e+00 
3.8386444615e-04 3.1959859194e+00 
3.8451458005e-04 3.1920479262e+00 
3.8516581505e-04 3.1881133269e+00 
3.8581815302e-04 3.1841821195e+00 
3.8647159582e-04 3.1802543020e+00 
3.8712614533e-04 3.1763298726e+00 
3.8778180342e-04 3.1724088293e+00 
3.8843857197e-04 3.1684911702e+00 
3.8909645286e-04 3.1645768934e+00 
3.8975544797e-04 3.1606659970e+00 
3.9041555919e-04 3.1567584794e+00 
3.9107678841e-04 3.1528543385e+00 
3.9173913753e-04 3.1489535728e+00 
3.9240260844e-04 3.1450561804e+00 
3.9306720304e-04 3.1411621597e+00 
3.9373292323e-04 3.1372715089e+00 
3.9439977092e-04 3.1333842264e+00 
3.9506774802e-04 3.1295003106e+00 
3.9573685645e-04 3.1256197599e+00 
3.9640709811e-04 3.1217425727e+00 
3.9707847493e-04 3.1178687474e+00 
3.9775098883e-04 3.1139982826e+00 
3.9842464174e-04 3.1101311767e+00 
3.9909943559e-04 3.1062674282e+00 
3.9977537230e-04 3.1024070358e+00 
4.0045245382e-04 3.0985499980e+00 
4.0113068207e-04 3.0946963135e+00 
4.0181005902e-04 3.0908459808e+00 
4.0249058659e-04 3.0869989988e+00 
4.0317226674e-04 3.0831553660e+00 
4.0385510142e-04 3.0793150813e+00 
4.0453909259e-04 3.0754781433e+00 
4.0522424221e-04 3.0716445509e+00 
4.0591055223e-04 3.0678143028e+00 
4.0659802462e-04 3.0639873978e+00 
4.0728666136e-04 3.0601638348e+00 
4.0797646440e-04 3.0563436126e+00 
4.0866743574e-04 3.0525267301e+00 
4.0935957734e-04 3.0487131861e+00 
4.1005289119e-04 3.0449029796e+00 
4.1074737928e-04 3.0410961093e+00 
4.1144304359e-04 3.0372925744e+00 
4.1213988611e-04 3.0334923736e+00 
4.1283790885e-04 3.0296955058e+00 
4.1353711379e-04 3.0259019702e+00 
4.1423750295e-04 3.0221117654e+00 
4.1493907832e-04 3.0183248906e+00 
4.1564184192e-04 3.0145413447e+00 
4.1634579576e-04 3.0107611265e+00 
4.1705094186e-04 3.0069842351e+00 
4.1775728223e-04 3.0032106694e+00 
4.1846481889e-04 2.9994404284e+00 
4.1917355388e-04 2.9956735110e+00 
4.1988348922e-04 2.9919099162e+00 
4.2059462695e-04 2.9881496430e+00 
4.2130696910e-04 2.9843926903e+00 
4.2202051771e-04 2.9806390572e+00 
4.2273527482e-04 2.9768887425e+00 
4.2345124249e-04 2.9731417452e+00 
4.2416842276e-04 2.9693980643e+00 
4.2488681768e-04 2.9656576988e+00 
4.2560642932e-04 2.9619206476e+00 
4.2632725973e-04 2.9581869096e+00 
4.2704931098e-04 2.9544564838e+00 
4.2777258514e-04 2.9507293691e+00 
4.2849708427e-04 2.9470055645e+00 
4.2922281045e-04 2.9432850688e+00 
4.2994976577e-04 2.9395678810e+00 
4.3067795229e-04 2.9358540000e+00 
4.3140737211e-04 2.9321434247e+00 
4.3213802732e-04 2.9284361541e+00 
4.3286992001e-04 2.9247321870e+00 
4.3360305226e-04 2.9210315223e+00 
4.3433742620e-04 2.9173341588e+00 
4.3507304390e-04 2.9136400956e+00 
4.3580990749e-04 2.9099493313e+00 
4.3654801908e-04 2.9062618649e+00 
4.3728738077e-04 2.9025776952e+00 
4.3802799468e-04 2.8988968211e+00 
4.3876986293e-04 2.8952192412e+00 
4.3951298766e-04 2.8915449545e+00 
4.4025737098e-04 2.8878739598e+00 
4.4100301503e-04 2.8842062557e+00 
4.4174992195e-04 2.8805418411e+00 
4.4249809387e-04 2.8768807146e+00 
4.4324753293e-04 2.8732228751e+00 
4.4399824128e-04 2.8695683211e+00 
4.4475022108e-04 2.8659170513e+00 
4.4550347446e-04 2.8622690644e+00 
4.4625800360e-04 2.8586243590e+00 
4.4701381066e-04 2.8549829336e+00 
4.4777089778e-04 2.8513447870e+00 
4.4852926716e-04 2.8477099176e+00 
4.4928892094e-04 2.8440783239e+00 
4.5004986132e-04 2.8404500045e+00 
4.5081209047e-04 2.8368249579e+00 
4.5157561058e-04 2.8332031824e+00 
4.5234042382e-04 2.8295846766e+00 
4.5310653239e-04 2.8259694389e+00 
4.5387393849e-04 2.8223574675e+00 
4.5464264431e-04 2.8187487610e+00 
4.5541265205e-04 2.8151433175e+00 
4.5618396391e-04 2.8115411355e+00 
4.5695658212e-04 2.8079422132e+00 
4.5773050887e-04 2.8043465490e+00 
4.5850574638e-04 2.8007541410e+00 
4.5928229689e-04 2.7971649875e+00 
4.6006016260e-04 2.7935790867e+00 
4.6083934574e-04 2.7899964369e+00 
4.6161984855e-04 2.7864170362e+00 
4.6240167327e-04 2.7828408828e+00 
4.6318482213e-04 2.7792679748e+00 
4.6396929737e-04 2.7756983104e+00 
4.6475510124e-04 2.7721318876e+00 
4.6554223599e-04 2.7685687047e+00 
4.6633070388e-04 2.7650087596e+00 
4.6712050716e-04 2.7614520505e+00 
4.6791164809e-04 2.7578985754e+00 
4.6870412894e-04 2.7543483324e+00 
4.6949795198e-04 2.7508013194e+00 
4.7029311949e-04 2.7472575346e+00 
4.7108963373e-04 2.7437169759e+00 
4.7188749699e-04 2.7401796412e+00 
4.7268671156e-04 2.7366455286e+00 
4.7348727973e-04 2.7331146361e+00 
4.7428920377e-04 2.7295869615e+00 
4.7509248601e-04 2.7260625029e+00 
4.7589712872e-04 2.7225412582e+00 
4.7670313422e-04 2.7190232253e+00 
4.7751050482e-04 2.7155084022e+00 
4.7831924282e-04 2.7119967869e+00 
4.7912935055e-04 2.7084883773e+00 
4.7994083032e-04 2.7049831713e+00 
4.8075368445e-04 2.7014811669e+00 
4.8156791528e-04 2.6979823622e+00 
4.8238352514e-04 2.6944867549e+00 
4.8320051636e-04 2.6909943432e+00 
